PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202501,1,130510794,14029010004,1737800248376,27,UNILEVER SRI LANKA LTD,LEVER AYUSH,"AYUSH/140(110G+30G)/GM/CDB/TOTAL ORAL CARE CAVITY PROTECTION, HEALTHY GUMS & REDUCES PLAQUE WITH CLOVE OIL & DASANAKANTHI CHOORNAM/SAVE RS.50/=",350,140GM(110G×30G),CDB,,1737800248376-unilever sri lanka ltd-lever ayush#3.png
202501,1,130510794,14029010004,1738318748043,9,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,"PELWATTE/200/GM/PLPCH/FULL CREAM ",540,200GM,"PLPCH ",,1738318748043-pelwatte dairy industries -pvt- ltd-pelwatte#3.png
202501,1,130510794,14029010004,1737789078955,13,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),"VOLIN ",VOLIN/80/GM/CDB/WHITE BEAUTY WITH NATURAL MOISTURIZER/SAVE RS.35/=,90,"80GM ",CDB,,1737789078955-godakanda herbals -pvt- ltd - -vendol lanka--volin #3.png
202501,1,130510794,14029010004,1738144217472,43,JANRICH FOODS LTD,MAYA,"MAYA/325/ML/PBT/SOY SAUCE ",220,325ML,PBT,,1738144217472-janrich foods ltd-maya#3.png
202501,1,130510794,14029010004,1737695488266,6,CHERISH BISCUIT (PVT) LTD,CHERISH KIT-O,"CHERISH KIT-O/310/GM/PLPCH/STRAWBERRY CREAM ",300,310GM,"PLPCH ",,1737695488266-cherish biscuit -pvt- ltd-cherish kit-o#3.png
202501,1,130510794,14029010004,1737715521138,10,PRABODHI FOOD PRODUCTS,PRABODHI,"PRABODHI/60/GM/PLPCH/CUTTLEFISH FLAVOUR ",100,"60GM ","PLPCH ",,1737715521138-prabodhi food products-prabodhi#3.png
202501,1,130510794,14029010004,1737700183308,11,PERFETTI VAN MELLE LANKA (PVT) LTD,CHUPA CHUPS,CHUPA CHUPS/1/NO/COLA FLAVOURED BUBBLE GUM FILLED LOLLIPOP(14GM),50,1NO,,,1737700183308-perfetti van melle lanka -pvt- ltd-chupa chups#3.png
202501,1,130510794,14029010004,1736837440352,24,NESTLE LANKA,MAGGI HOT,MAGGI/75/GM/PLPCH/PAPARE BLAST,120,"75GM ","PLPCH ",,1737700183308-perfetti van melle lanka -pvt- ltd-chupa chups#3.png
202501,1,130510794,14029010004,1737796592931,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/350(70G×5)/GM/CDB/ORIGINAL HERBAL CARE 5 IN 1 VALUE PACK/SAVE RS.50/=/FREE/KHOMBA/70/GM/CDB/CLEAR WITH LIME & CUCUMBER HERBAL BAR,575,350GM(70G×5),CDB,,1737796592931-swadeshi industrial works ltd-khomba#3.png
202501,1,130510794,14029010004,1737715390391,10,PRABODHI FOOD PRODUCTS,PRABODHI,"PRABODHI/60/GM/PLPCH/CURRY CHICKEN FLAVOUR ",100,"60GM ","PLPCH ",,1737715390391-prabodhi food products-prabodhi#3.png
202501,1,119972591,11201010019,1737353623212,26,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY HEALTH SHAMPOO HERBAL SHAMPOO WITH HERBAL EXTRACTS/175ML/PLBOT + SAVE RS.50,470,175ML,PLBOT,,1737353623212-unilever sri lanka ltd-lifebuoy#3.png
202501,1,119972591,11201010019,1737356065985,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA KOHOMBA AYURVEDA SOAP/75GM/CDBOX,220,75GM,CDBOX,,1737356065985-sanjeewaka ayurvedic products-chandanalepa#3.png
202501,1,119972591,11201010019,1737356204874,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA VENIVEL AYURVEDA SOAP/75GM/CDBOX,220,75GM,CDBOX,,1737356204874-sanjeewaka ayurvedic products-chandanalepa#3.png
202501,4,111680598,11301040009,1737784385792,4,CEYLON COLD STORES,"ELEPHANT HOUSE ","ELEPANT HOUSES VEGAN FROZEN DESSERT PASSION FEELGOOD RANGE 320ML ",450,320ML,CUP,,1737784385792-ceylon cold stores-elephant house #3.png
202501,1,41533587,12102010001,1736398375412,13,NATURE'S BEAUTY CREATIONS LTD,MISUMI,MISUMI KIYO BEAUTY SOAP/65/GM/CD BOX,115,65GM,CD BOX,,1737784385792-ceylon cold stores-elephant house #3.png
202501,1,792829,19443010001,1737011847464,16,UDAKANDA INDUSTRIES,SAPUMAL,SAPUMAL DETERGENT SOPE 150 GM,80,150 GM,EWRPK,,1737784385792-ceylon cold stores-elephant house #3.png
202501,1,113830155,81301010012,1737006699280,19,UNILEVER SRI LANKA LTD,POND'S,POND'S/23/GM/CDBOX/BRIGHT BEAUTY SERUM CREAM NINCINAMIDE 98% PURE VITAMIN B3 ANTI-SPOT FORMULA/SAVE RS 90,590,23GM,"CDBOX ",,1737784385792-ceylon cold stores-elephant house #3.png
202501,1,113830155,81301010012,1738219600430,21,RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/POWER PLUS 10X ORIGINAL/SAVE RS 50,430,500ML,"PLBOT ",,1738219600430-reckitt benckiser -lanka- ltd-harpic#3.png
202501,1,101063682,20566010001,1737975026473,24,NESTLE LANKA,MAGGI,"MAGGI/75/G/PLPCH/ PAPAER BLAST  INSTANT NOODLES ",120,75G,"PLPCH ",,1738219600430-reckitt benckiser -lanka- ltd-harpic#3.png
202501,1,101063682,20566010001,1736584130052,6,MALIBAN BISCUIT MANUFACTORIES,"MALIBAN ",MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,420,490G,"PLPCH ",,1738219600430-reckitt benckiser -lanka- ltd-harpic#3.png
202501,1,131554171,13426010004,1738132171880,26,A.BAUR & CO.PVT LTD,PARACHUTE NATURAL,PARACHUTE NATURAL/180/ML/PBT/HAIRFALL CONTROL SHAMPOO COCONUT & GOTUKOLA.,570,180ML,PBT,,1738132171880-a-baur - co-pvt ltd-parachute natural#3.png
202501,1,131554171,13426010004,1738131996436,26,A.BAUR & CO.PVT LTD,PARACHUTE NATURAL,PARACHUTE NATURAL/180/ML/PBT/NOURISHING CARE SHAMPOO COCONUT & MUKUNUWENNA,570,180ML,PBT,,1738131996436-a-baur - co-pvt ltd-parachute natural#3.png
202501,1,131554171,13426010004,1736310505778,19,UNILEVER SRI LANKA LTD,VASELINE,VASELINE/200/ML/HEALTHY BRIGHT IN 2 WEEKS SERUM IN LOTION SAVE RS 265,900,200ML,PBT,,1738131996436-a-baur - co-pvt ltd-parachute natural#3.png
202501,1,131554171,13426010004,1738131645644,26,HARUMI HOLDINGS (PVT) LTD,PARACHUTE NATURAL,PARACHUTE NATURAL/180/ML/PBT/HAIRFALL CONTROL SHAMPOO COCONUT & GOTUKOLA,0,180ML,PBT,Delete the Item,1738131645644-harumi holdings -pvt- ltd-parachute natural#3.png
202501,1,87634231,82201010010,1738299809006,24,NESTLE LANKA,MAGGI,MAGGI/75/GM/PLPCH/PAPARE BLAST,120,75GM,"PLPCH ",,1738299809006-nestle lanka-maggi#3.png
202501,1,87634231,82201010010,1738207991036,6,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH MILK CRUNCH,SUN RICH/315/G/PLPCH/MILK CRUNCH,280,315G,PLPCH,,1738299809006-nestle lanka-maggi#3.png
202501,1,41410681,23201010008,1738316707676,11,PERFETTI VAN MELLE LANKA (PVT) LTD,CHUPA CHUPS,CHUPA CHUPS\14\GM\PLPCH\PAPER STICK COLA FLAVOUR BUBBLE GUM FILLED LOLLIPOP,50,14GM,PLPCH,,1738316707676-perfetti van melle lanka -pvt- ltd-chupa chups#3.png
202501,1,41410681,23201010008,1738316327403,29,MULTICHEMI INTERNATIONAL LTD,DASH,DASH\100\ML\PBT\MAGIC SOFT FLORAL FRESH AFTER WASH FABRIC CONDITIONER,145,100ML,PBT,,1738316327403-multichemi international ltd-dash#3.png
202501,1,41410681,23201010008,1738316285956,29,MULTICHEMI INTERNATIONAL LTD,DASH,DASH\100\ML\PBT\MAGIC SOFT AQUA FRESH AFTER WASH FABRIC CONDITIONER,145,100ML,PBT,,1738316285956-multichemi international ltd-dash#3.png
202501,1,53598577,19275010001,1737894286376,25,ICL MARKETING,EVA,EVA/8/NO/STAR DRITEX WINGS SECURE FIT,150,8 NO,,,1738316285956-multichemi international ltd-dash#3.png
202501,1,118265264,14320010001,1738047996932,6,SUNRICH CONFECTIONERY (PVT) LTD,"SUN RICH ","SUN RICH/35/GM/PLPCH/VANILLA DOUBLE CREAM WAFERS ",50,35GM,PLPCH,,1738047996932-sunrich confectionery -pvt- ltd-sun rich #3.png
202501,1,118265264,14320010001,1738047728084,6,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH CHOCOLATE CREAMY WAFERS,"SUN RICH/35/GM/PLPCH/CHOCOLATE DOUBLE CREAM WAFERS ",50,35GM,PLPCH,,1738047728084-sunrich confectionery -pvt- ltd-sun rich chocolate creamy wafers#3.png
202501,1,131557371,71404010009,1738317052708,19,HAYLEYS CONSUMER PRODUCTS LTD,OLAY,OLAY/50/GM/CDBOX/NATURAL AURA 7 IN ONE NIGHT NOURISHING REPAIR CREAM,1490,50GM,CDBOX,,1738317052708-hayleys consumer products ltd-olay#3.png
202501,1,131557371,71404010009,1738046272585,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,"CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP ",220,75GM,CDBOX,,1738046272585-sanjeewaka ayurvedic products-chandanalepa#3.png
202501,1,131557371,71404010009,1736490647576,13,HEMAS MARKETING,BABY CHERAMY,"BABY CHERAMY/75/GM/CDBOX/ALMOND OIL, VITAMIN E & MILK BABY SOAP BUY 5 SAVE AS 45 RS",680,375GM,CDBOX,,1738046272585-sanjeewaka ayurvedic products-chandanalepa#3.png
202501,1,131557371,71404010009,1738316062052,25,HAYLEYS CONSUMER PRODUCTS LTD,WHISPER,WHISPER/15/NO/PLPCH/ULTRA CLEAN XL 3 SMART LAYERS BUY 2 GET 1 FREE,1360,15NO,PLPCH,,1738316062052-hayleys consumer products ltd-whisper#3.png
202501,1,131557371,71404010009,1738316658185,25,PRIMELINE INDUSTRIES (PVT) LTD,SO SOFT,SO SOFT/10/NO/PLPCH/COTTON FEEL WINGS SANITARY NAPKINS,270,10NO,PLPCH,,1738316658185-primeline industries -pvt- ltd-so soft#3.png
202501,1,131557371,71404010009,1738038843366,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP,220,75GM,CDBOX,,1738038843366-sanjeewaka ayurvedic products-chandanalepa#3.png
202501,2,113627751,13722020003,1737535415864,2,COCA-COLA BEVERAGES,FANTA ORANGE,FANTA ORANGE/1500/ML/PBT/SAVE RS. 40/=,360,1500ML,PBT,,1738038843366-sanjeewaka ayurvedic products-chandanalepa#3.png
202501,2,113627751,13722020003,1736330174173,2,JS PRODUCTS,"PRITE ",PRITE/330/ML/PBT,100,"330ML ",PBT,,1738038843366-sanjeewaka ayurvedic products-chandanalepa#3.png
202501,1,8154287,31201010007,1738128309597,24,NESTLE LANKA,MAGGI,MAGGI/75/G/PLPCH/PAPARE BLAST,120,75/G,"PLPCH ",,1738128309597-nestle lanka-maggi#3.png
202501,2,71145354,20653020001,1738298455146,2,CEYLON COLD STORES,VIBE,ELEPHANT/VIBE/250/ML/CAN/KIWI BURST,150,"250ML ",CAN,,1738298455146-ceylon cold stores-vibe#3.png
202501,2,71145354,20653020001,1738298166338,2,CEYLON COLD STORES,VIBE,ELEPHANT/VIBE/250/ML/CAN/ORANGE BURST,150,"250ML ",CAN,,1738298166338-ceylon cold stores-vibe#3.png
202501,2,71145354,20653020001,1738298325690,2,CEYLON COLD STORES,VIBE,ELEPHANT/VIBE/250/ML/CAN/GRAPE BURST,150,"250ML ",CAN,,1738298325690-ceylon cold stores-vibe#3.png
202501,1,40138046,12103010019,1737957921735,8,CEYLON CONFECTIONERY WORKS PVT LTD,VONKA,VONKA (CEYLON CONFECTIONERY)CHOCO MAGIC/45/GM/EWRP,100,45GM,EWRP,,1737957921735-ceylon confectionery works pvt ltd-vonka#3.png
202501,1,133670162,14593010001,1736837440352,24,NESTLE LANKA,MAGGI HOT,MAGGI/75/GM/PLPCH/PAPARE BLAST,120,"75GM ","PLPCH ",,1737957921735-ceylon confectionery works pvt ltd-vonka#3.png
202501,1,61892560,12103010004,1737615687973,24,NESTLE LANKA,MAGGI,"MAGGI/75/GM/PLPCH/PAPARE BLAST INSTANT NOODLES ",120,75 GM,PLPCH,,1737957921735-ceylon confectionery works pvt ltd-vonka#3.png
202501,1,61892560,12103010004,1738144908953,6,CEYLON BISCUITS LIMITED,"MUNCHEE ",MUNCHEE/490/GM/PLPCH/SUPER CREAM CRACKER + SAVE 60,420,490 GM,"PLPCH ",,1738144908953-ceylon biscuits limited-munchee #3.png
202501,1,61892560,12103010004,1738214144115,28,DG PRODUCTS,D&G,D&G/50/GM/PLPCH/CHILLI PIECES,75,50 GM,"PLPCH ",,1738214144115-dg products-d-g#3.png
202501,1,61892560,12103010004,1738145951148,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/490/GM/PLPCH/CREAM CRACKER + SAVE 60,420,490 GM,"PLPCH ",,1738145951148-maliban biscuit manufactories-maliban#3.png
202501,1,16285643,11101010013,1737611581751,12,COUNTRY STYLE FOODS,SMAK,SMAK APEMA KAHATA TEA 200,530,200GM,PLPCH,,1737611581751-country style foods-smak#3.png
202501,1,43732862,62401010001,1738217332835,21,RECKITT BENCKISER (LANKA) LTD,"HARPIC ",HARPIC POWER PLUS 10/10 STAIN REMOVAL ORIGINAL 500ML FREE DIVA FRESH 3 IN 1 ROSE & LIME DETERGENT POWDER 200GM,430,500ML,PLBOT,,1738217332835-reckitt benckiser -lanka- ltd-harpic #3.png
202501,1,43732862,62401010001,1738041512501,13,UNILEVER SRI LANKA LTD,"PEARS ","PEARS BABY PURE & GENTLE CHOOTY PACK BABY SOAP WITH OLIVE OIL & MOIST. CREAM/ FREE PEARS BABY PURE & GENTLE CHOOTY PACK BABY SOAP WITH OLIVE OIL & MOIST.CREAM 140GM ",90,140GM,CDBOX,,1738217332835-reckitt benckiser -lanka- ltd-harpic #3.png
202501,1,43732862,62401010001,1738231162871,6,CBL FOODS INTERNATIONAL( PVT)LTD,"MUNCHEE ",MUNCHEE KOME BITES SWEET MASALA FLAVOUR 15GM,50,"SWEET MASALA ",PLPCH,,1738231162871-cbl foods international- pvt-ltd-munchee #3.png
202501,1,43732862,62401010001,1738231405889,6,CBL FOODS INTERNATIONAL( PVT)LTD,"MUNCHEE ",MUNCHEE KOME BITES CHEESE CHILLI FLAVOUR 15GM,50,15GM,PLPCH,,1738231405889-cbl foods international- pvt-ltd-munchee #3.png
202501,1,8162687,61402010008,1738219731762,23,HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN,SUSTAGEN/NUTRITIONAL/SUPPLEMENT/VANILLA/400 GM/TIN/FREE/LIPTON/YELLOW LABEL/BLACK TEA/20 TEA/BAGS/40 GM/CDBOX,3900,400 GM,TIN,,1738219731762-hemas pharmaceuticals -pvt- ltd-sustagen#3.png
202501,1,8162687,61402010008,1738219520408,23,HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN,SUSTAGEN/NUTRITIONAL/SUPPLEMENT/CHOCOLATE/400 GM/FREE/LIPTON/YELLOW LABEL/BLACK TEA/20 TEA/BAGS/40 GM/TIN,3900,400 GM,TIN,,1738219520408-hemas pharmaceuticals -pvt- ltd-sustagen#3.png
202501,2,117663690,20616020004,1738124111474,5,SISILRO BEVERAGES (PVT) LTD,RISTA,RISTA/5ML/PET/DRINKING WOTAR,400,5ML,PET,,1738219520408-hemas pharmaceuticals -pvt- ltd-sustagen#3.png
202501,1,117663851,20618010001,1738052691834,25,ICL MARKETING,EVA,EVA /STAR /8PAD /POCH PACK /DRITEX WINGS,150,08,"POCH ",,1738219520408-hemas pharmaceuticals -pvt- ltd-sustagen#3.png
202501,1,117663851,20618010001,1737955717169,6,CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE /490G/POCH PACK /SUPER CREAM CRACKER /60 PRICE OFF,420,490G,"POCH ",,1738219520408-hemas pharmaceuticals -pvt- ltd-sustagen#3.png
202501,1,117663851,20618010001,1737453868043,21,RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500ML/PET/ORIGINAL /FREE DIVA ROSE 200G,430,500ML,PET,,1738219520408-hemas pharmaceuticals -pvt- ltd-sustagen#3.png
202501,1,45943481,20873010002,1738206861558,6,CHERISH BISCUIT (PVT) LTD,CHERISH KIT-O,CHERISH/50/G/PLPCH/KIT-O CREAM BISCUT STRAWBERRY FLAVOURED,50,50G,PLPCH,,1738206861558-cherish biscuit -pvt- ltd-cherish kit-o#3.png
202501,1,45943481,20873010002,1738207991036,6,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH MILK CRUNCH,SUN RICH/315/G/PLPCH/MILK CRUNCH,280,315G,PLPCH,,1738207991036-sunrich confectionery -pvt- ltd-sun rich milk crunch#3.png
202501,1,57488374,19280010001,1738145027946,28,ROYAL PRODUCTS,ROYAL,"ROYAL GAMBOGE CREAM 100 GM ",90,100 GM,"PLCUP ",,1738145027946-royal products-royal#3.png
202501,1,131555519,31201010034,1738137413980,28,THE CEYLON SPICE HOUSE HOLDINGS,MIHIKATHA,"MIHIKATHA/100/ML/PLPCH/JAFFNA CURRY POWDER ",210,"100GM ","PLPCH ",,1738137413980-the ceylon spice house holdings-mihikatha#3.png
202501,1,55235153,31201010004,1738141356092,17,WONRICH DAIRY PVT LTD,WONRICH,"WONRICH/75/GM/PLCUP/SET YOGHURT ",80,"75GM ","PLCUP ",Any other reason,1738141356092-wonrich dairy pvt ltd-wonrich#3.png
202501,2,118463337,20698020002,1738126320382,2,MY COOL LANKA PVT LTD,MY COOL FRUTO,MY COOL FRUTO/185/ML/PLCUP/GRAPE FLAVOURED DRINK,60,185ML,PLCUP,,1738126320382-my cool lanka pvt ltd-my cool fruto#3.png
202501,1,118571857,20698010001,1738130413562,6,CHERISH BISCUIT (PVT) LTD,CHERISH CREAM WAFERS,CHERISH/30/GM/PLPCH/LEMON CREAM WAFERS,50,30G,PLPCH,,1738130413562-cherish biscuit -pvt- ltd-cherish cream wafers#3.png
202501,1,131554164,13426010001,1737355380328,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER FAMILY PAC,MALIBAN/CREAM CRACKER FAMILY PAC/490/G/PLPCH/SAVE RS 60,420,490,PLPCH,,1738130413562-cherish biscuit -pvt- ltd-cherish cream wafers#3.png
202501,1,131554164,13426010001,1737963949627,6,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST NIYAMA CREAM CRACKER,KIST/500/G/PLPCH/NIYAMA CREAM CRACKER SAVE RS 60,420,500G,PLPCH,,1737963949627-cargills quality dairies -pvt- ltd-kist niyama cream cracker#3.png
202501,1,131554164,13426010001,1737967532087,9,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/200/G/PLPCH/FULL CREAM MILK POWDER,540,200G,PLPCH,,1737967532087-pelwatte dairy industries -pvt- ltd-pelwatte#3.png
202501,1,131554164,13426010001,1737954318163,16,DELMAR LANKA PVT LTD,DELMALIGHT,DELMALIGHT/115×2/G/EWRPK/LIME FRESH SAVE RS 30,170,230G,EWRPK,,1737954318163-delmar lanka pvt ltd-delmalight#3.png
202501,1,38138605,11101010029,1737522174523,21,RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500ML/PLBOT/POWER PLUS 10X ADVANCED ORIGINAL+FREE DIVA FRESH 200G,399,500ML,PLBOT,,1737954318163-delmar lanka pvt ltd-delmalight#3.png
202501,1,38138605,11101010029,1738135022153,12,SUNSHINE COUNSUMER LANKA LTD,ZESTA,ZESTA/390G/TIN/PREMIUM BOPF FREE TIN CADDY,1300,390G,TIN,,1738135022153-sunshine counsumer lanka ltd-zesta#3.png
202501,1,135072035,52404010002,1738039296927,28,CROWN GRINDING MILLS,CROWN,CROWN/250/GM/CURRY POWDER,360,250 GM,PLPCH,,1738039296927-crown grinding mills-crown#3.png
202501,1,135072035,52404010002,1738039103535,28,CROWN GRINDING MILLS,CROWN,CROWN/250/GM/CHILLI POWDER,400,250 GM,PLPCH,,1738039103535-crown grinding mills-crown#3.png
202501,1,56652479,14121010001,1738140314823,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL CHOCOLATE CREAM,"MALIBAN/315/GM/PLPCH/REAL CHOCOLATE CREAM BISCUIT HANDY PACK ",350,315,"PLPCH ",,1738140314823-maliban biscuit manufactories-maliban real chocolate cream#3.png
202501,1,45891486,13401010006,1738127424019,16,"SUNIL INDUSTRIES ","GOVIYA ",GOVIYA \400\G\EWRPK \WASHING SOAP SAVE R.S 40,160,400G,"EWRPK ",,1738127424019-sunil industries -goviya #3.png
202501,1,45891486,13401010006,1738133400942,17,ROYAL DAIRY LANKA (PVT) LTD,ROYAL,"ROYAL\80\ML\PL CUP\JELLY YOGHURT ",70,80ML,PL CUP,,1738133400942-royal dairy lanka -pvt- ltd-royal#3.png
202501,1,125882423,61402010006,1738123244556,15,HEMAS MARKETING,DIVA FRESH,DIVA/FRESH/3 IN 1/GARDENIA & ROSE/1000 KG/SAVE RS.50/=/PLPCH,330,1000 GM,PLPCH,,1738123244556-hemas marketing-diva fresh#3.png
202501,5,12124,88050010,1738135548575,38,JAT HOLDINGS,"JAT ","JAT/5/L/TIN/WOOD COATING SOLUTIONS ",13510,5 L,TIN,,1738135548575-jat holdings-jat #3.png
202501,1,119500912,51301010007,1738146880194,6,CEYLON BISCUITS LIMITED,"WILLIAMS TRENDY WAFERS VANILLA ","WILLIAMS TRENDY/72/GM/PLPCH/WAFERS VANILLA FLAVOURD ",100,72 GM,"PLPCH ",,1738146880194-ceylon biscuits limited-williams trendy wafers vanilla #3.png
202501,1,119500912,51301010007,1738143845723,15,DARLEY BUTLER,SUNNY,"SUNNY/50/GM/PLPCH/ORANGE AND ROSE FRESH WITH ALOE VERA ",20,50 GM,"PLPCH ",Any other reason,1738143845723-darley butler-sunny#3.png
202501,1,4004749,52401010015,1738125228986,15,DARLEY BUTLER,SUNNY,SUNNY/50/G/EWRPK/NO-1/ORANGE & ROSE FRESH  WITH ALOEVERA,20,50G,"EWRPK ",Any other reason,1738125228986-darley butler-sunny#3.png
202501,1,4004749,52401010015,1737522437498,24,NESTLE LANKA,MAGGI,MAGGI/75/G/NO-1/EWRPK/ PAPARE BLAST,120,75G,"EWRPK ",,1738125228986-darley butler-sunny#3.png
202501,1,243909,12208010001,1738132896790,24,NESTLE LANKA,MAGGI,MAGGI/75/GM/PLPCH/PAPARE BLAST,120,75GM,PLPCH,,1738132896790-nestle lanka-maggi#3.png
202501,1,8148478,12103080004,1738123719554,39,NARAH STATIONERS,TEN,TEN/80/PGS/BOOK/MY NOTES A6,75,80 PGS,BOOK,,1738123719554-narah stationers-ten#3.png
202501,1,8163187,19792010001,1738146842708,10,GAMI RASA FOOD PRODUCTS,GAMI RAHASA,GAMI RAHASA POLOS SOYA MEAT 50GM,85,50GM,PLPCH,,1738146842708-gami rasa food products-gami rahasa#3.png
202501,1,8163187,19792010001,1738147310648,28,GAMAGE PRODUCTS,"GAMAGE ",GAMAGE TURMERIC POWDER 25GM,130,25GM,PLPCH,,1738147310648-gamage products-gamage #3.png
202501,1,8163187,19792010001,1738147821347,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY PURE & GENTLE BABY SOAP WITH OLIVE OIL & MOISTURE CREAM 90GM,190,90GM,CDBOX,,1738147821347-unilever sri lanka ltd-pears baby#3.png
202501,1,113828824,12785010001,1737442953256,39,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,WRITE CR/40 PAGES/1NO,90,40 PAGES,1NO,,1738147821347-unilever sri lanka ltd-pears baby#3.png
202501,1,120106199,10260010001,1737381931607,6,CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490/GM/SUPER CREAM CRACKER ENRICHED WITH VITAMINS + PRICE OFF RS 60,420,"490 GM ",PL POUCH,,1738147821347-unilever sri lanka ltd-pears baby#3.png
202501,2,243909,12208020003,1738128239053,5,CHIRAN INDUSTRIES (PVT) LTD,NANO,NANO/5000/ML/PLBT/BOTTLED DRINKING WATER,400,5000ML,PLBT,,1738128239053-chiran industries -pvt- ltd-nano#3.png
202501,1,87691103,13772010001,1738128957450,29,"SAL HERBALS PRODUCTS ",SAL,SAL/600/ML/PLBOT/NATURAL ALOE VERA DETERGENT LIQUID,595,600 ML,"PLBOT ",,1738128957450-sal herbals products -sal#3.png
202501,1,87691103,13772010001,1738125614527,9,DIAMOND BEST FOODS (PVT) LTD,ZARA,ZARA/18/GM/PLPCH/DAILY 2 IN 1 MILK POWDER BLEND WITH ADDED SUGAR,50,18 GM,"PLPCH ",,1738125614527-diamond best foods -pvt- ltd-zara#3.png
202501,1,87691103,13772010001,1738128375101,6,CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/15/GM/PLPCH/KOME RICE CRACER BITES SWEET MASALA FLOVOUR,50,15 GM,"PLPCH ",,1738128375101-ceylon biscuits limited-munchee#3.png
202501,1,87691103,13772010001,1738131487923,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/315/GM/PLPCH/REAL CHOCOLATE CREAM BISCUIT HANDY PACK,350,315 GM,"PLPCH ",,1738131487923-maliban biscuit manufactories-maliban#3.png
202501,1,87691103,13772010001,1738133202317,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/85/GM/PLPCH/YOYO CHOCO CREAM,100,85 GM,"PLPCH ",,1738133202317-maliban biscuit manufactories-maliban#3.png
202501,1,87691103,13772010001,1738126184714,28,LAKGALA PRODUCTS,LAKGALA,"LAKGALA/50/GM/PLPCH/CURRY POWDER ",85,50 GM,"PLPCH ",,1738126184714-lakgala products-lakgala#3.png
202501,1,60679110,20268010002,1738129035496,10,RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA/100/GM/PLPCH/CUTLFISH SOYA MEAT,140,100GM,PLPCH,,1738129035496-rajagala lanka holdings -pvt- ltd-rajagala#3.png
202501,1,60679110,20268010002,1738128956292,10,RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA/100/GM/PLPCH/PRAWNS SOYA MEAT,140,100GM,PLPCH,,1738128956292-rajagala lanka holdings -pvt- ltd-rajagala#3.png
202501,2,117663651,20616020006,1738124111474,5,SISILRO BEVERAGES (PVT) LTD,RISTA,RISTA/5ML/PET/DRINKING WOTAR,400,5ML,PET,,1738124111474-sisilro beverages -pvt- ltd-rista#3.png
202501,1,117663651,20616010001,1738123262242,28,RUHUNULAND MARKETING,RUHUNULAND,"RUHUNULAND/50G/POCH PACK /CHILE PIECE ",70,50G,"POCH ",,1738123262242-ruhunuland marketing-ruhunuland#3.png
202501,1,62765101,20579010001,1736584130052,6,MALIBAN BISCUIT MANUFACTORIES,"MALIBAN ",MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,420,490G,"PLPCH ",,1738123262242-ruhunuland marketing-ruhunuland#3.png
202501,1,62765101,20579010001,1737975026473,24,NESTLE LANKA,MAGGI,"MAGGI/75/G/PLPCH/ PAPAER BLAST  INSTANT NOODLES ",120,75G,"PLPCH ",,1737975026473-nestle lanka-maggi#3.png
